questionID,questionTitle,questionText,topic,answerText
693,What makes a good marriage?,What makes a healthy marriage last?,marriage,"This is a fantastic question. In one sentence, I would say the following:Recognize that while you and your partner probably have common interests and areas of commonality, you are separate people, each with different wants, wishes, and desires – if you consider a diagram of two overlapping circles, they may share perhaps a third of the circle with overlap to indicate commonality (could be more or less) and then there are parts of the circles that are not overlapping, indicating separate interestsAs for ways that may strengthen any relationship, even the great ones, this is what came to mind. There are certainly more specific unique answers or elements for different people as far as the details, but here are some general ideas:Try to have at least 15 minutes a week where you are spending time together and not problem-solvingRealize that listening to your partner does not mean that you are agreeing with them, it just means that you are saying that you hear where they are coming fromLearn to hold on to your own wants, wishes, and desires while also recognizing those of your partnerSet boundaries for what is and isn't acceptable behavior during an argument or difficult discussionDiscuss how having important discussions can be anxiety-producing and consider having an understanding that if one of you (or both of you) feels overwhelmed, you can take a timeout for a certain amount of time. For example, you may say ""okay, I'm feeling really stressed about this right now. Let's discuss it in an hour."" And at that time, go back to the discussionConsider what your partner's top three or four complaints about you may be. Check in with them and see how accurate you are. If you see validity in their responses, consider whether or not you may want to make changesDiscover what makes your partner feel loved, valued, appreciated, or specialRelationships are always in progress and constantly changing. Some anxiety around change is typical. Being able to effectively discuss the anxiety and actually listen to one another without being defensive, name calling, finger-pointing, or asking each other to change is a true gift.You may enjoy this quote: ""Connection is the energy that is created between people when they feel seen, heard, and valued; when they can give and receive without judgment."" ~Brene Brown
I appreciate your question.The answer of what makes a ""good marriage"" are as varied as there are marriages.Basically, similarity, like mindedness in beliefs and values, makes a good marriage. The best chance of getting along with someone on a longterm basis is when two people see life and the world in similar ways.Even though ""opposites attract"" this is a short lived dynamic which breaks apart when there aren't enough similarities in common between the partners.
In addition to suggesting this great read from 2016 (but feels timeless):https://www.nytimes.com/2016/05/29/opinion/sunday/why-you-will-marry-the-wrong-person.html?_r=0I will give my summary on what the author of the article is speaking to: don't get too comfortable. But, in truth, no one really has the answer to your question, otherwise wouldn't we all have a ""good"" marriage? Also, what even is a ""good marriage?"" What is it that YOU want from a marriage, a relationship, a partner, and what your other-half also wants for themselves, is going to be what defines all of this, because every relationship is different.And in answering that ""what YOU want"" question, you might actually stumble upon what would make for a healthy relationship: vulnerability. You will have to be vulnerable to be able to explore what you really want, and listen to what your partner really wants, as that kind of processing can be uncomfortable. But, with vulnerability comes intimacy, and in most opinions, there is much of a relationship if there isn't much intimacy.
What a great question! Marriage (or any long-term committed romantic relationship) is never easy. Ups & downs, doubts and fights are a part of it just the same as the wonderful, tender, blissful moments of connection. Recognizing that hardships are normal and something to work through is a big part of the healthy attitude partners in lasting relationships share. Some degree of conflict is not something to be scared of or a sign it's time to break up as long as all parties involved feel respected. Expressing your needs and wants in a respectful, not accusing manner will increase the chances that your loved one will actually listen, empathize with your perspective and will be more open to finding solutions to your problems together. Working as a team to find solutions to problems you encounter is a much better approach than trying to persuade your partner that you are right, while they are most certainly wrong. Shutting your partner out or allowing resentment and contempt to creep into your relationships is definitely a warning sign that things may not be going the way you want anymore. As long as you both agree that you want to be in that relationship (i.e., are committed to it) and you have a growth mindset (""we will learn from this and grow together to be a better couple in the end""), the foundation of your partnership is strong. What else? Making time for each other, whether it's being playful, having fun or enjoying intimate moments together is also an important part of ensuring a good balance of positive to negative experiences, that will only strenghten your bond. Good luck!
A resource I think is helpful to learn more about ""what makes a good marriage"" and steps toward doing so is Dr. John Gottman's book: ""Seven Principles for Making Marriage Work."" Dr. Gottman is a leader in this field and has done extensive studies with couples to determine what behaviors are key in making a marriage work and what behaviors could predict divorce. I think this book might be a good start if you're wanting to learn more about how to have a long lasting relationship.
This answer varies based on you relationship. However, I do believe their are some basic fundamental areas that are beneficial for a healthy marriage:1.) Effective Communication2.) Trust3.) Love/Passion4.) Loyalty. 5.) Unconditional Positive Regard. Everyone has their favorite qualities they feel best fit a marriage. However, these are what I think are great starting points."
694,My husband yells “enough” when I tell him he needs to change,"That phrase makes me crazy. It happens anytime I point out something to my husband that he needs to change, such as looking up from his iPad long enough for me to tell him the grandbaby almost pulled the shelf unit over or explaining to him that I got all the things he needs to bake a pie. Another example is when he opens the front door, the dog runs out if he doesn't pick him up. Over and over again, he lets the dog run out, and I am afraid he will get hit by a car.",marriage,"I empathize with your feeling ""crazy"" hearing your husband yell ""enough"" in response to you wanting to make a point to him.When the immediate situation has calmed down,  have you ever told him that this upsets you?  Is it possible he simply is not aware that you feel upset by how he talks to you?Keep in mind too that what you believe your husband must change, may not agree with his opinion on what he needs to change.A helpful starting place for the two of you to discuss once the immediate situation has calmed down, is what you each feel would have been a reasonable way of handling the situation that just happened.By learning more about how the other person thinks and feels, it will be easier to know what to expect form each other.Even if you disagree about what is best, knowing that there are differences between you may make living with them easier to accept, or at least not be surprised and startled by them.Sending good luck to both of you!
It's hard to say what is okay and what is not okay, as it depends on what you and your husband feel is appropriate in your relationship. If you are feeling like you need to walk on eggshells or that you can't speak your mind and say how you feel, then that sounds like a problem. I would recommend having an open discussion with your husband about communication between the two of you in general. Do this during a time when there is little or no conflict and emotions are not heightened. Let him know how you feel and give him specific ideas of how you would like him to respond instead of saying, ""enough."" Additionally, try and see his perspective and understand why he shuts you down. Perhaps, he feels like he is being told what to do constantly or that he gets little positive feedback from you. An open dialogue about how to discuss issues going forward will likely help. Seeing a couple's therapist will also greatly assist with teaching better communication skills and seeing if there are underlying issues that need resolution. Best of luck to you guys."
696,My wife is cheating and won’t tell me the truth,"I found out today that my wife is cheating on me. I love her, but she won’t tell the truth even when I have proof. When I beg her to tell the truth, she yells, cusses, and gets a huge attitude.",marriage,"Hi Prattville, I'm sorry this is happening to you. You need support right now, and yes, you need answers. She is in denial and is trying to hide the truth, to protect herself. This is a natural behaviour. You don't indicate whether she wants the marriage, or is planning to leave. Which way you go from here depends in part on the answer to that question. If she wants the marriage, you certainly have the right to say ""I need answers to all my questions"". Giving you the information she needs has to be (if she wants the marriage) more important than protecting herself. I would support your right to advocate for all the information you need in order to feel secure or make decisions. She may fear that the truth will turn you away. If you want to, you can reassure her that you want the marriage no matter what the truth is. If the marriage is to survive, it needs openness.If, on the other hand, she's planning to end the marriage, then you might want to resign yourself to the fact that you may never get the information you seek. You are better off, in that case, seeking support from friends and family rather than beating on a closed door. Your wife has some decisions to make. Try to give her a bit of time to make them. You can patiently say ""I know this thing is happening. Talk to me so we can deal with it together. I want to move forward but I need the truth."" Only time (and a good therapist, if she is willing and wants the marriage) will tell which way this one will go. Individually, you can seek professional help as well."
699,About a year ago I found out my husband had cheated on me,"Cheating is something unacceptable for me but because we have two daughters I decided not to break up the family. However, now I am struggling to forget and forgive what happened. I feel like I cannot trust him. Without trust, I cannot stay in this relationship. On the other hand, I do not want my children to get hurt. I'm not sure how to move forward?",marriage,"First of all, my heart goes out to you. Infidelity is an extremely challenging obstacle to overcome. There are some things that you should consider. First of all, did he seem truly remorseful? If you felt in his heart that he was truly sorry for what he had done, it will give you a piece of mind that it was a  mistake. Secondly, was he forthcoming with this information? How about with answering your questions after the truth was uncovered? If you found that he was still lying or not forthcoming, the sting is even more painful. He should be able to answer any question you have honestly and without hesitation.Thirdly, has he shown a positive difference after this experience? At this time, he should still be proving his faithfulness to the marriage, you and the children.Keep in mind that experiencing infidelity is a form of grief. It is not a quick process that can easily be overcome. What you are experiencing is 100% normal. My best suggestion would be to see a marriage therapist. Find out what drove your husband to cheat in the first place and decide if this aspect in his life has been resolved. I know its important for you to keep your family together but children can sense anger and frustration, this is not a healthy environment either. If you decide that you can no longer remain in the relationship, a therapist will also be able to help you cope with the separation along with addressing your children's needs.Please know that you are not alone and that unfortunately, many relationships have endured this very thing. It may also be helpful to reach out to people who have experienced similar obstacles. The web is a great resource to find groups whether online or in person to use as a support or sounding board.Best of luck to you and your family!
Let's just start with acknowledging that trust is huge and betrayal hurts. You're entitled to your feelings; all of them and you need to know that your husband understands you. That said some ways are more effective at rebuilding and repairing relationships that others. I am a big fan of The Gottman Method for couples therapy, especially following infedienity. You can read about this approach in Gottman's books: ""The Science of Trust"" and ""Making Love Last"" and/or you can seek a Gottman Certified couples therapist here: https://www.gottman.com/private-therapy/"
700,Why am I with my husband if he is mean?,"I love him, but he doesn’t show me love. He talks badly about me to his friends.",marriage,"What you are describing is a state of abandonment like no other; a direct lack of respect. The challenge here is: you cannot control another person no matter how hard you try. The only person that you have control of is yourself. So then the question that this reality poses is: What are you willing to change? If you love yourself and know that you have tremendous value, if you can see what you bring to a relationship and that you deserve respect and love and tenderness, then you will get to a point where you will settle for nothing less than that. The change that might be necessary in yourself is to change the way you see yourself, the way you treat yourself and what you accept. Your husband also needs to change and that is something only he can do for himself but reaching out to get help as well. It would be helpful for you both to get help because there is damage on both parts. You have much more power than you realize and talking with someone can help you to hone that power and make a difference in your own life. Sometimes, the difference/change can be walking away from a bad situation or it can simply be changing your attitude and raising the bar. Sometimes our loved ones come with us on the elevation, and sometimes they get left behind.  You must do some deep introspection through therapy to get to the point where you can answer this question for yourself."
702,"My husband seems to be changing, and I feel angry and hurt","My husband took a job out of state for the next year and seems to be a different person. Before, he worked and slept, and on off days, he'd stay home because he didn't want to do anything else. Now he's going out with friends several nights a week while I'm still home working a 50 hours a week job and taking care of two kids by myself. He's suddenly saying he misses me and wants me to be his adored wife, but the whole time, I'm remembering how I've been emotionally starving for the last five years.",marriage,"It seems that you have been very disconnected from each other which naturally  could contribute to symptoms of saddness and even depression. Obviously something has shifted which you do not understand. Therefore,  perhaps you should consider attending Couples therapy to help work through your concerns and feelings?  It would also be beneficial to assess if in fact any depression or other underlying issue is going on. Communication is so important in any relationship and the manner in which we express ourselves to our partner can either invite curiosity and emotional connection, or shut down connection. IMAGO dialoguing is a helpful tool for couples for communication as it teaches  validating and empathic listening to better heal disconnection."
704,Can my marriage be saved?,"My husband and I have been together since high school. We have been married going on for nearly ten years, and we have three beautiful children. A few weeks ago, my husband decided he need some time apart and moved over to his dad’s for a while. He comes home to see the kids and acts like there is not too much wrong. Can this marriage be saved or is it too late? He said he would go to counseling, so I don't think he has given up.",marriage,"While it would be impossible for me to say whether your marriage can be saved it sounds like you are both willing to give it a try and to get professional support. With appropriate professional support for your relationship a lot is possible. I'm not familiar with the resources available in Jackson but I'm sure there are some good local couple therapists and there may be some agencies that specialize in couple counselling and family therapy. So often the challenges that we have in relationships result from rather small habits in relating that lead to greater feelings of distress, loneliness, anger and resentment. I commend your willingness to put effort into creating the strong loving relationship that you want for both of your sakes and of course for your children. The following links provides more information regarding common behaviours that predict staying together or separating and also videos and other resources that can help you get started. Wishing you and your family all the best on your journey of healing and discovery."
705,My husband seems to end his relationships with women whenever he has an infant,"My husband and I would've been married for five years come June 2016. Our infant daughter just had her birthday. Shortly before, he told me he wanted a divorce. He has four other children, three of which are from his first wife. He decided to end that marriage when his youngest was an infant. The children do not have a good relationship with him now. He has another child from a woman he was dating. He decided he didn't want to be with her anymore when the child was an infant.    It seems to me that there is a pattern. He easily detaches from relationships at the same time in the child's life but wants a relationship with them when they are older. I've tried to research online, but I'm not getting any answers. He also has an unhealthy dependency on alcohol and does not believe in mental health disorders such as depression and bi-polar disorder. He also does not believe in therapy or seeking help from professionals. Is there a detachment disorder or some form of mental block he could have? Where do you recommend researching this?",marriage,"This sounds really difficult and I can understand your motivation to get to bottom of why this behaviour has occurred - especially if your husband (who sounds like he is an ex-husband?) continues to have a relationship with you and your children. With that being said - relationships and mental health are very complicated and you are unlikely to find the answers you are looking for. In order for someone to be diagnosed with a mental illness or in order for them to identify what leads them to fall into particular patterns in relationship - they would need to be willing to seek help and honestly talk about their challenges, something that you say your ex is not willing to do.  While it might be a relief to understand what is going on with him - it might be more comforting for you to get support for yourself in processing your feelings and everything that has come up for you as a result of his choices."
706,How do I move on from my husband's cheating?,My husband cheated on me and it hurt me very bad. It was a time when my health was poor. I'm have a hard time moving on.,marriage,"How has your husband acted since then? Was he regretful? How did you find out? Did he confess? These are all things that you want to consider. Betrayal is very hard to get over so if it's taking you awhile to get over, know that this is normal.Hopefully you're husband has been very regretful and upfront and honest with you since this happened. It may take awhile to reestablish your trust with him and he should understand this. It's also very important to discuss WHY he cheated. You want to make sure that the reasoning behind this was not something that could arise again in the future. And if it can, there needs to be an action plan in place (i.e. being honest with how he's feeling) so that you both get a chance to rectify the situation.If the cheating has happened more than once, you may want to reevaluate your reasoning for staying in the marriage. It would be obvious that he did not truly regret what he had done or else he wouldn't repeat the same mistake. However, if it was a single event and he has shown you and continuously shows you that he genuinely loves you and is sorry for his mistake, I would give it a try. People do make mistakes and sometimes it takes an event like this to realize what you have.Know that it takes time and that you have the right to feel what you feel. If the relationship was a good, healthy relationship, it is worth saving. Ease back into it and be upfront with your feelings. In return, your husband should be patient and understanding of this. Also, marriage counselors are often a good go-to as they have a great deal of experience working with marriages in similar situations. Best of luck to you!"
707,How can I let go of my dream wedding?,"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose.  When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too. I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling. We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds. I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted. I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen. I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset. I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed.  Why can't I move on?",marriage,"It's hard to let go of the dreams you had regarding your wedding and engagement. This was something that you and most women think about for years, so it's understandable to be disappointed. But please be aware that it is rare that any wedding is perfect. You may envy your friends' weddings but more than likely they had a few mishaps of their own and/or it wasn't as perfect as they had planned it either. However, like you know, the marriage is the most important thing. How many women are envious that you are in a happy, stable relationship? I assure you that there are plenty. Try to live in the present considering that dwelling on the past can still not change how you were proposed to or how your wedding day transpired. Focus on what you can control NOW. Perhaps, you can plan an extravagant renewal of your vows or change the look of your ring?I would also be upfront with your husband and explain why you've been short lately. But after that, close that chapter and move on. It sounds like you have a wonderful companion and you certainly don't want to lose this due to a situation that is impossible to change."
709,How do I see a therapist without having healthcare?,I need to speak to someone about sexual addiction and binge eating immediately.,eating-disorders,"Openpath.com is a great resource for therapists that offer affordable services.
There is an organization dedicated to helping individuals find affordable counseling.  It is called Open Path Collective.  There is a one time membership fee of $49 and it lasts for your lifetime.  You then have access to local counselors/therapists who will see you for an extremely reduced rate, anywhere from $30 - $60.   https://openpathcollective.org/
There are plenty of online providers within the mental health field that would me more than happy to speak with you immediately.  Many of them provide treatment on a sliding scale fee.  I would google online mental health treatment providers and that should lead you to a list of providers that can help you.
Depending on your area and location, there may be therapists who provide services on a sliding scale. Additionally, churches will often times offer counseling for free or for a small fee. I suggest doing a simple Google search and contact therapists in your area. It never hurts to ask for a reduced fee and even if he or she is unable to provide the service, they may be able to refer you to someone who can."
711,How can I stop bulimia after 6 years?,"I've been bulimic for about 6 years now. I'm in my early 20s. I am about to start back to school to become an RN, and I really need to get better once and for all.    I lose control of myself and become angry and anxious and just eat and purge. Over and over. Can someone please point me in the right direction for help?",eating-disorders,"Eating disorders usually result from a sense of insecurity about who the person is, whether they are good enough compared with anyone else, and whether the way they person lives is effective.If you have a style you're already happy with to reflect on these sorts of topics, keep following your own logic with the aim to free yourself, which usually takes place gradually, from these sort of self-doubts.The other approach would be to find an unperson or an online discussion group where you'd be able to offer and receive the support from other people who live with a similar problem.Good luck in your studies!"
712,How do I handle my binge eating?,"I have a problem with binge eating, especially during times of stress. I binge eat and feel so overwhelmed with shame and disappointment that I end up going to the gym and trying to exercise the calories off. I am in my late 20s, and I have been dealing with this since I was a teenager. Are there any coping mechanisms I can use to break this cycle?",eating-disorders,"Hello,This question describes a very typical setup of what is called the  Binge, Repent, Repeat cycle. This means that typically after you binge, you experience emotions as you described ""shame and disappointment"" and then because of these emotions you ""repent"" (i.e. vow to never binge again, promise to ""do better,"" go to the gym, etc.) and then ultimately end up bingeing again. There are many coping mechanisms for binge eating and one of the best is actually attempting to NORMALIZE eating. Meaning you need to attempt to eat normally, eating appropriately portioned meals 3 times a day, with snacks in between. IF you binge, then it may be helpful to remind yourself that when you attempt to compensate for your bingeing behaviors, and you end up feeling restricted from over exercising or undereating, then this actually leads to a binge again. Thus, reverting you back to the cycle. If you binge, it will be helpful to try and get back on a normal schedule of eating instead of trying to compensate for the binge. Although it may feel counterproductive, getting back on a normal eating schedule will prevent you from entering into the restrictive cycle. It can also be helpful to remind yourself that the binge has already occurred, it is in the past and the goal is to move forward without focusing on the past. Focus on what you can do differently next time. What emotions or situations led up to the binge? What can you to do prevent or change the circumstances that led to the binge, or the way that you handled the situation? Lastly, if you're struggling with ""normalizing"" eating, it can be helpful to work with a professional that can provide counseling and coaching to help you learn how to eating normally, mindfully and without feeling the guilt and other harmful emotions sometimes associated with disordered eating. I would be more than happy to assist you if you ever have any questions or want to reach out to somebody. You can contact me via my website: http://www.maddenwellnessky.com/
In dealing with an eating disorder you are far from alone.  It is more common than you might think and tied to so many variables that it is easy for an individual to become overwhelmed in trying to navigate the influences of such variables.  I have been working with individuals dealing with such challenges since 1998 and have found over the years that behavioral analysis is highly effective in helping you begin to isolate, understand and then be able to address many of these variable impacting your behavioral and cognitive choices.  Consider finding someone trained in Dialectic Behavior Therapy (DBT).  There is a large body of evidence supporting the use of this approach to alleviating many of the aspects you identified in your post as well of a wide variety of tools that you can choose from and utilize that are able to practiced and assimilated into your daily tool box of coping mechanisms that end up becoming new behaviors and ways of thinking about issues that become automatic, the best possible outcome you can hope for if you want the solution to be sustainable.
The fact that you are aware of the issue and what causes it is a step in the right direction.  You can absolutely break the cycle but it takes a lot of effort.  Much like growing a physical muscle, developing coping mechanisms must be practiced (exercised) in order to gain strength.  Find healthy activities that you like to do that can help you deal with stress.  It appears that you are already going to the gym which is awesome; you want this to be a healthy experience not one done out of guilt.  Is it possible for you to incorporate food items that are healthy for you? Remember any changes you make must be practiced and developed over time.  You should seek professional help to assist you with getting to the root cause of your emotional connection to food. Normally these issues date back to childhood experiences however this is a generalization and I have little information to go on.  Above all else BE KIND TO YOURSELF! Shame is counterproductive. If you want something to grow you give it love and attention. Well wishes!!!!!!"
714,How can I train myself to stop eating when I'm full?,"I have no self control over food. Most people stop when they've had enough, but I keep eating for the pleasure of it. Especially with sweets - I'm never done eating dessert.",eating-disorders,"Hello! I'm so glad you decided to write in today. This is such a great question and I'm sure many others will relate to exactly what you're describing. There are a few different ways we can look at in understanding your concern. First, I think it's important to understand food is just food. Food is meant to nourish our bodies, provide us with energy and yes, sometimes reserved for special occasions and celebrations. But in many cultures, we place a LOT of emphasis on food. We have food at every gathering and every celebration. What's more people have come to almost EXPECT food to be present at any and every get-together. And if it's not? Well, then forget about it! I see this time and time again with my clients. Donuts appear in the office, and it's almost like donuts have never been there before! Must eat one (or two)! However, we need to remind ourselves that this occurrence, or similar ones, will not be the last time we can enjoy this particular food. It is likely the office donuts have happened before, and they will be there again on another day. During these moments, I like to have my clients employ a Stop-and-Think method. Stop-and-Think about your goals before you eat. Is this donut getting you where you want to be? Also, I have my clients ask themselves how special is this donut? If the donut really is a special donut (from the best bakery in town and you've never been there before) then now might be a time to have the donut. But if not, it would be wise to pass and wait until that ""special"" donut. Another aspect we need to remember about food, is to think about what we're getting from overindulging or overeating. Are you trying to drown out other emotions? Are you trying to feel better and the food gives you that feeling for a brief moment? What ELSE is going on? This can be determined by utilizing what we describe as a Thought Record. A Thought Record involves tracking and identifying thoughts and feelings associated with food triggers. By targeting the emotions, we can then determine where they're coming from, as well as how to decipher them. A therapist can also help you with understanding your emotions related to food and will be helpful in assisting you with the Thought Record.The most important thing to remember is that ""food addiction"" can be a real problem for a lot of people. If food is taking over your life and you are preoccupied and overwhelmed with knowing where to start, please seek out help. Binge eating is the most common eating disorder and impacts the lives of thousands. There are lots of free resources and information on my website at www.maddenwellnessky.com. In addition, I offer individual coaching and counseling through my website and I would love to help!- Amber
I would recommend removing yourself from the environment you are in after you have finished eating. A simple walk around the block, calling up a friend and going to visit, or even going to another room in the house can help. If you find that you truly have no self control over food, I recommend attending Overeaters Anonymous; a 12 step group for those with compulsive issues related to food. I hope this helps."
715,How can I ask my boyfriend about who he's texting?,We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?.,relationships,"I agree with Sherry that in a close intimate relationship, you are entitled to ask questions about his relationship with significant others. These questions help couples to build connection and trust. It's based on the idea that if you reach out to him for whatever reason (support, openess, understanding, empathy), you can count on him and can expect him to be responsive. How he responds to your question will give you an idea whether he helps you to feel more emotionally secure and builds trust or if you feel that you cannot be open with him. If your partner responds in an open and understanding manner, it usually indicates that he cares about your feelings and values your importance. If he responds in a defensive manner, it could mean that he does not like that you are questioning your trust in him or that he has something to hide. Either way, you may wish to explain that building trust is something that is very important to you in a relationship and that talking to him openly helps to foster that. If he continues to be defensive or evasive, then there might be some bigger issues at stake and the two of you may benefit from couples counselling or having a discussion about the values that are important to you in the relationship and how the two of you will go about supporting those values with actions.Dr. Virginia Chowwww.PsychologyResource.ca
If you'd like to ask a question, then go ahead and ask!Boyfriend/girlfriend is a close relationship and it is usually understood as an exclusive relationship.  You're definitely entitled to know if your wishes to not have him texting another woman, are being respected.Often people are afraid to ask because they fear the truth will hurt them.In the short term this is definitely true.In the long term, knowing you are getting what you want and at the very least stating your expectations to your boyfriend, will clarify for him, what is meaningful in your relationship.
Just ask him.I'm not sure how you saw his phone if you're in a long distance relationship, because long distance means you live far apart from each other and don't get to see each other in person. Therefore, I think we may have a different understanding of the definition of ""long distance relationship"" which makes it hard for me to adequately answer this question for you.I don't know how old you are, but if you're an adult, after two and a half years, I don't think it's unreasonable to have an open and honest talk with each other about where the relationship is going and what you both want and expect. Long distance relationships are difficult to keep alive because you don't ever see each other in person. Talking, texting, and video chatting isn't enough, and the longer the physical distance remains, the more difficult it becomes to keep an emotional closeness. It may be time to evaluate the situation, figure out when (if ever) the two of you will be able to be together in person, and if you can and want to wait that long. Do you both want the same things out of life? If one of you wants to take the relationship to the next level but the other doesn't, then it doesn't matter if it's long distance or not - if you aren't on the same page with the relationship, it is going to be difficult to make it work.Trust is important. Issues with trust, insecurity, jealousy, lying and/or hiding things from each other, being afraid to speak up and have an honest conversation - these things can ruin relationships if not addressed. I know confrontation of any sort can be hard for some people, but it is necessary at times. Evaluate your true feelings for him. Are you with him for reasons other than love, such as being afraid to be alone or thinking you wouldn't be able to find someone else? Has he ever given you reason to be suspicious of his female coworkers or friends before? Some people, unfortunately, develop a track record of indiscretions and give their significant others ample reason for distrusting them. However, if this is not the case, you may be unfairly judging his texting through the eyes of your own insecurities. It may be time for you both to take an honest assessment of your own reasons for being in the relationship, figure out what you want, and make a decision. This may result in bringing the two of you closer and taking the relationship to the next level. Or, it could lead to a decision to end things. I know that can be difficult, but you both deserve to be happy and to be allowed to make the decisions that will lead to your personal happiness.
I think honesty is the right approach in this situation. Share with him that you looked at his phone, as well as sharing with him any fears or concerns that you're having about the long distance relationship. Trust is the foundation of any successful relationship and when doubt & distrust creep into a relationship it can undermine the long term health of the relationship. Hopefully, he will understand your concerns and appreciate your honesty. This also might be a good time to seek couples counseling to work on relationship & communication skills.
The best way to get an answer is to just ask. I would defintely let him know you are asking out of concern and not to judge or criticize. Allow him to explain his answer and see how you feel about it. Try to ask him when you both are already discussing other topics and just say, ""Can I ask you something?"" Earl Lewiswww.RelationshipsGoneRight.com
Would you be open to bringing it up in a matter-of-fact manner? Like who is she, what do they have in common, what do they talk about, but ask in a non-accusatory way, more like if he was talking to a guy. Ask in a general way. Be ready for however he responds and have an idea of how you will handle his response."
